titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
"Lula vai ""defender os interesses do Brasil"" caso se encontre com Trump","O Presidente brasileiro disse hoje que está &quot;totalmente interessado&quot; num possível encontro com o homólogo norte-americano, quando estiverem este fim de semana na Malásia, e que está &quot;disposto a defender os interesses do Brasil&quot;.",https://www.rtp.pt/noticias/economia/lula-vai-defender-os-interesses-do-brasil-caso-se-encontre-com-trump_n1693351,2025-10-24 09:31:50+01:00,RTP,economia,12,34,4,9,0
Greve afetou recolha do lixo em vários concelhos ao início da noite,"A greve da administração pública, que hoje se cumpre, afetou ao início da noite de quarta-feira a a recolha do lixo em vários concelhos do país, levando a encerramentos de serviços em Loures, Moita, Palmela e Seixal, segundo o sindicato.",https://www.rtp.pt/noticias/economia/greve-afetou-recolha-do-lixo-em-varios-concelhos-ao-inicio-da-noite_n1693342,2025-10-24 07:55:07+01:00,RTP,economia,12,40,4,7,0
Standard Bank de Angola obtém aprovação para conta correspondente com o J.P. Morgan,"O Standard Bank de Angola obteve aprovação para abrir uma conta correspondente com o J.P. Morgan em dólares e em euros, marcando o regresso de bancos norte-americanos ao sistema financeiro angolano.",https://www.rtp.pt/noticias/economia/standard-bank-de-angola-obtem-aprovacao-para-conta-correspondente-com-o-jp-morgan_n1693337,2025-10-24 07:47:43+01:00,RTP,economia,13,31,4,7,0
Voos da Alaska Airlines suspensos devido a uma falha informática,"A Alaska Airlines anunciou a suspensão de todos os voos da companhia aérea nos Estados Unidos, devido a uma falha informática, três meses após um incidente semelhante.",https://www.rtp.pt/noticias/economia/voos-da-alaska-airlines-suspensos-devido-a-uma-falha-informatica_n1693333,2025-10-24 07:46:37+01:00,RTP,economia,10,27,4,7,-1
"""O último patamar de luta"". Já começou a ""grande greve"" da função pública","A Frente Comum iniciou às 0h00 desta sexta-feira uma &quot;grande greve&quot; da Administração Pública contra o Governo, acusando-o de degradar as condições de trabalho e desinvestir nos serviços públicos. A RTP falou com Tiago Oliveira, secretário-geral da CGTP-IN, para quem este &quot;último patamar de luta&quot; deve ser visto pelo Executivo como o momento de &quot;dar uma resposta efetiva&quot;.",https://www.rtp.pt/noticias/economia/o-ultimo-patamar-de-luta-ja-comecou-a-grande-greve-da-funcao-publica_n1693322,2025-10-24 01:31:39+01:00,RTP,economia,13,58,4,1,0
Base das Lajes. Governo está a avaliar soluções para reduzir impacto de salários em atraso,"O Governo disse ser &quot;alheio&quot; à situação provocada pela administração norte-americana mas admite estar a avaliar possíveis soluções para reduzir o impacto do atraso no pagamento de salários aos trabalhadores portugueses na Base das Lajes, nos Açores, na sequência da suspensão temporária e não remunerada dos funcionários públicos americanos.",https://www.rtp.pt/noticias/economia/base-das-lajes-governo-esta-a-avaliar-solucoes-para-reduzir-impacto-de-salarios-em-atraso_n1693300,2025-10-23 23:14:39+01:00,RTP,economia,15,49,3,23,0
Putin diz que sanções americanas não terão impacto na economia russa,"Pela primeira vez, Donald Trump impôs sanções à Rússia. O presidente americano sancionou os dois maiores grupos petrolíferos russos e cancelou a cimeira com Vladimir Putin em Budapeste.",https://www.rtp.pt/noticias/economia/putin-diz-que-sancoes-americanas-nao-terao-impacto-na-economia-russa_v1693298,2025-10-23 22:01:48+01:00,RTP,economia,11,28,3,22,0
TAP desiste de contestação e poderá pagar 300 milhões de euros a tripulantes,A TAP desistiu de contestar o pagamento de indemnizações a tripulantes dispensados na pandemia. O sindicato entende que o acórdão do Tribunal Constitucional abre uma porta para que centenas de trabalhadores com contratos a prazo recorram à justiça para reclamar a integração e o pagamento de retroativos.,https://www.rtp.pt/noticias/economia/tap-desiste-de-contestacao-e-podera-pagar-300-milhoes-de-euros-a-tripulantes_v1693289,2025-10-23 21:39:47+01:00,RTP,economia,13,47,3,21,0
"Perto de mil trabalhadores de saída até ao fim do ano da Meo/Altice, dizem sindicatos","Os sindicatos representativos dos trabalhadores da Meo/Altice disseram hoje que cerca de mil pessoas já saíram ou irão sair do grupo até ao fim do ano, por reformas, pré-reformas ou rescisões opor mútuo acordo, segundo um comunicado.",https://www.rtp.pt/noticias/economia/perto-de-mil-trabalhadores-de-saida-ate-ao-fim-do-ano-da-meoaltice-dizem-sindicatos_n1693269,2025-10-23 20:01:08+01:00,RTP,economia,15,37,3,20,0
"Governo moçambicano espera ""bom senso"" da Galp em diferendo fiscal de 151,5 ME","O Governo moçambicano afirmou hoje que não há negociações com a Galp sobre o diferendo fiscal de 151,5 milhões de euros da venda da participação num projeto de gás, embora acredite no &quot;bom senso&quot; da petrolífera portuguesa.",https://www.rtp.pt/noticias/economia/governo-mocambicano-espera-bom-senso-da-galp-em-diferendo-fiscal-de-1515-me_n1693261,2025-10-23 18:32:02+01:00,RTP,economia,13,37,3,18,1
BdP instaura 163 processos e aplica coimas de mais de 1 ME no 3.º trimestre,"O Banco de Portugal (BdP) instaurou 163 processos de contraordenação e concluiu 254 no terceiro trimestre, tendo aplicado coimas de 1,11 milhões de euros, informou hoje o regulador.",https://www.rtp.pt/noticias/economia/bdp-instaura-163-processos-e-aplica-coimas-de-mais-de-1-me-no-3o-trimestre_n1693259,2025-10-23 18:23:49+01:00,RTP,economia,15,28,3,18,0
Movimento Porta a Porta marca concentrações à porta do IHRU em Lisboa e Porto,"O movimento Porta a Porta vai concentrar-se à porta do Instituto da Habitação e da Reabilitação Urbana (IHRU) em Lisboa e Porto, na próxima segunda-feira, para exigir um serviço que dê resposta aos pedidos de apoio à renda.",https://www.rtp.pt/noticias/economia/movimento-porta-a-porta-marca-concentracoes-a-porta-do-ihru-em-lisboa-e-porto_n1693238,2025-10-23 18:22:05+01:00,RTP,economia,14,38,3,18,0
Fim do desconto no ISP e atualização da taxa de carbono dariam 1.132 ME,"A eliminação do desconto em vigor no ISP e a atualização da taxa de carbono trariam uma receita adicional para os cofres do Estado de 1.132 milhões de euros, estima o Conselho das Finanças Públicas (CFP).",https://www.rtp.pt/noticias/economia/fim-do-desconto-no-isp-e-atualizacao-da-taxa-de-carbono-dariam-1132-me_n1693239,2025-10-23 18:21:38+01:00,RTP,economia,14,36,3,18,0
Pesca do areeiro proibida a partir de sexta-feira,"A pesca do areeiro fica proibida a partir desta sexta-feira, após Portugal ter utilizado 80% da quota disponível, anunciou a Direção-Geral de Recursos Naturais, Segurança e Serviços Marítimos (DGRM).",https://www.rtp.pt/noticias/economia/pesca-do-areeiro-proibida-a-partir-de-sexta-feira_n1693208,2025-10-23 17:49:32+01:00,RTP,economia,8,29,3,17,0
OE2026. CFP levanta dúvidas sobre sustentabilidade e concretização do excedente,O Conselho das Finanças Públicas (CFP) considera que o cenário orçamental da proposta de Orçamento do Estado para 2026 levanta dúvidas quanto à concretização.,https://www.rtp.pt/noticias/economia/oe2026-cfp-levanta-duvidas-sobre-sustentabilidade-e-concretizacao-do-excedente_n1693233,2025-10-23 17:05:31+01:00,RTP,economia,10,24,3,17,0
Leitão Amaro atribui responsabilidade do apagão a Espanha,"A afirmação do ministro da Presidência foi produzida em Madrid, onde António Leitão Amaro está participar num encontro sobre energia.",https://www.rtp.pt/noticias/economia/leitao-amaro-atribui-responsabilidade-do-apagao-a-espanha_v1693193,2025-10-23 15:33:48+01:00,RTP,economia,8,20,3,15,0
"""Grande greve"" da função pública contra medidas do Governo","A Frente Comum inicia às 0h00 uma &quot;grande greve&quot; da Administração Pública contra o Governo, que acusa de degradar as condições de trabalho e de desinvestir nos serviços públicos.",https://www.rtp.pt/noticias/economia/grande-greve-da-funcao-publica-contra-medidas-do-governo_n1693187,2025-10-23 15:31:15+01:00,RTP,economia,9,29,3,15,0
"Indústria extrativa em Moçambique ""opera num estado de opacidade""","Um estudo da ONG moçambicana Centro de Integridade Pública (CIP) concluiu que a indústria extrativa do país &quot;opera num estado de opacidade que mina a confiança pública&quot;, o qual &quot;impede que a riqueza do subsolo se traduza em progresso para o povo&quot;.",https://www.rtp.pt/noticias/economia/industria-extrativa-em-mocambique-opera-num-estado-de-opacidade_n1693182,2025-10-23 15:29:21+01:00,RTP,economia,9,42,3,15,0
Furtados 215 capões de quinta da Associação de Criadores de Capão de Freamunde,"A Associação de Criadores de Capão de Freamunde, em Paços de Ferreira, revelou hoje terem sido furtados de uma quinta, durante esta madrugada, 215 capões, produto de Indicação Geográfica Protegida (IGP).",https://www.rtp.pt/noticias/economia/furtados-215-capoes-de-quinta-da-associacao-de-criadores-de-capao-de-freamunde_n1693180,2025-10-23 15:28:44+01:00,RTP,economia,13,31,3,15,0
PCP quer aumentar reformas e remunerações de militares e forças de segurança,O PCP entregou hoje três projetos para criar um suplemento destinado aos agentes da unidade nacional de estrangeiros e fronteiras da PSP e para atribuir complementos de reforma para militares e profissionais de forças de segurança.,https://www.rtp.pt/noticias/economia/pcp-quer-aumentar-reformas-e-remuneracoes-de-militares-e-forcas-de-seguranca_n1693159,2025-10-23 14:48:46+01:00,RTP,economia,12,36,3,14,0
"Angola arrecadou 5,3 mil ME com exportação de petróleo no terceiro trimestre do ano","Angola arrecadou, no terceiro trimestre deste ano, 6,2 mil milhões de dólares (5,3 mil milhões de euros) com a exportação de petróleo bruto, uma diminuição de 22,24% comparativamente ao período homólogo de 2024, divulgou hoje o Governo.",https://www.rtp.pt/noticias/economia/angola-arrecadou-53-mil-me-com-exportacao-de-petroleo-no-terceiro-trimestre-do-ano_n1693144,2025-10-23 14:47:58+01:00,RTP,economia,14,37,3,14,0
Não há mercado a longo prazo para quatro operadores diz CEO da Vodafone Portugal,"O presidente executivo (CEO) da Vodafone Portugal, Luís Lopes, considerou hoje que a longo prazo não há mercado em Portugal para quatro operadores de telecomunicações.",https://www.rtp.pt/noticias/economia/nao-ha-mercado-a-longo-prazo-para-quatro-operadores-diz-ceo-da-vodafone-portugal_n1693154,2025-10-23 14:32:25+01:00,RTP,economia,14,25,3,14,0
Reguladores atentos à quota de mercado ignoram a inovação defende Nobel da Economia,"Os reguladores da Concorrência deveriam olhar para o grau de inovação que as fusões e aquisições de empresas vão gerar e &quot;não apenas para a quota de mercado&quot;, defende Philippe Aghion, um dos três distinguidos com o Nobel da Economia.",https://www.rtp.pt/noticias/economia/reguladores-atentos-a-quota-de-mercado-ignoram-a-inovacao-defende-nobel-da-economia_n1693148,2025-10-23 14:18:24+01:00,RTP,economia,13,40,3,14,0
"Crise na Habitação. Medidas desadequadas, falta de coordenação e de investimento","A crise na Habitação não é de agora e acentua-se na capital portuguesa. Rendimentos baixos, falta de coordenação governamental e medidas desadequadas foram alguns dos problemas apontados no programa &quot;Entre Políticos&quot; da Antena 1, esta quinta-feira de manhã.",https://www.rtp.pt/noticias/economia/crise-na-habitacao-medidas-desadequadas-falta-de-coordenacao-e-de-investimento_n1693139,2025-10-23 14:07:37+01:00,RTP,economia,11,38,3,14,-2
Preços do petróleo aceleram subida após sanções dos EUA contra grupos russos,"Os preços do crude aceleraram hoje a sua subida, aumentando mais de 5%, impulsionados pelo anúncio dos Estados Unidos (EUA) de sanções contra as petrolíferas russas Rosneft e Lukoil, o que pode limitar a oferta no mercado.",https://www.rtp.pt/noticias/economia/precos-do-petroleo-aceleram-subida-apos-sancoes-dos-eua-contra-grupos-russos_n1693134,2025-10-23 13:26:51+01:00,RTP,economia,12,37,3,13,0
Costa promete a Zelensky decisão para apoio financeiro nos próximos dois anos,"O presidente do Conselho Europeu prometeu hoje ao Presidente ucraniano uma &quot;decisão política&quot; europeia para apoiar o financiamento da Ucrânia nos próximos dois anos, estando o chefe de Estado da Ucrânia satisfeito pela maior pressão sobre a Rússia.",https://www.rtp.pt/noticias/guerra-na-ucrania/costa-promete-a-zelensky-decisao-para-apoio-financeiro-nos-proximos-dois-anos_n1693100,2025-10-23 10:44:20+01:00,RTP,economia,12,38,3,10,0
Digitalização em Portugal terá contribuído para um aumento de 13% do PIB,"A digitalização terá contribuído para um aumento de 13% do PIB e a IA é hoje o principal motor de produtividade e disrupção, referem à Lusa os autores do estudo do Impacto da Economia Digital em Portugal.",https://www.rtp.pt/noticias/economia/digitalizacao-em-portugal-tera-contribuido-para-um-aumento-de-13-do-pib_n1693089,2025-10-23 10:24:53+01:00,RTP,economia,12,37,3,10,0
Lloyds Banking com quebra de 12% no lucro líquido nos primeiros nove meses,"O Grupo Lloyds Banking anunciou hoje um lucro líquido de 3.820 milhões de euros nos primeiros nove meses do ano, menos 12% face ao mesmo período de 2024, pela alocação de fundos para lidar com um escândalo sobre financiamento de veículos.",https://www.rtp.pt/noticias/economia/lloyds-banking-com-quebra-de-12-no-lucro-liquido-nos-primeiros-nove-meses_n1693090,2025-10-23 10:22:31+01:00,RTP,economia,13,41,3,10,0
Lucros do Bankinter aumentam 11% até setembro para 812 milhões de euros,"O banco Bankinter, presente em Portugal, teve lucros de 812 milhões de euros nos primeiros nove meses do ano, mais 11% do que no mesmo período de 2024, anunciou hoje o grupo financeiro espanhol.",https://www.rtp.pt/noticias/economia/lucros-do-bankinter-aumentam-11-ate-setembro-para-812-milhoes-de-euros_n1693083,2025-10-23 09:32:03+01:00,RTP,economia,12,34,3,9,0
Empresa de Fafe vai produzir um milhão de pudins por ano com olho na China,"Uma empresa de Fafe disse hoje que está a investir em robots para conseguir produzir, por ano, um milhão de pudins inspirados no pudim abade de priscos e começar a exportar para a China.",https://www.rtp.pt/noticias/economia/empresa-de-fafe-vai-produzir-um-milhao-de-pudins-por-ano-com-olho-na-china_n1693074,2025-10-23 08:27:49+01:00,RTP,economia,15,34,3,8,0
Timor-Leste precisa de desenvolver economia para competir na ASEAN,"O primeiro-ministro timorense, Xanana Gusmão, afirmou hoje que Timor-Leste precisa de desenvolver a economia interna para poder competir com os estados-membros da Associação das Nações do Sudeste Asiático (ASEAN).",https://www.rtp.pt/noticias/economia/timor-leste-precisa-de-desenvolver-economia-para-competir-na-asean_n1693073,2025-10-23 08:27:05+01:00,RTP,economia,9,29,3,8,0
"Agroalimentar português assina acordo para ter ""forte presença"" online na China","A PortugalFoods assinou um acordo com a Tmall para ter &quot;uma forte presença portuguesa&quot; numa das maiores plataformas de comércio eletrónico da China, revelou hoje a líder da associação do setor agroalimentar.",https://www.rtp.pt/noticias/economia/agroalimentar-portugues-assina-acordo-para-ter-forte-presenca-online-na-china_n1693068,2025-10-23 07:40:24+01:00,RTP,economia,11,32,3,7,0
